reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion
37860c4f-50d9-44ac-81fc-7c24ad7c7aff,Anthony Liantonio,"There's an annoying bug when in meetings and trying to turn on speaker or Bluetooth mode. When I try to press the Bluetooth/speaker icon, the screen turns off. The proximity sensor sensitivity needs to be turned all the way down. In order for me to turn on speaker mode, I basically have to play a game of race to press the icon before the screen turns off and hope it works. Also, once on speaker or Bluetooth, it sometimes just randomly reverts back to the default earpiece mode.",2,26,42.6.0,2022-06-30 15:44:19,42.6.0
823f06fc-b9e2-4142-b66a-25033f2b72ff,A Google user,previous versions allowed me to utilize my Ford Sync technology to take meetings with a more fluid UI. Now it doesn't even recognize the Sync connection even though i have the setting on for car integration. also every other day i need to sign in because the app logs me out automatically. makes it very inconvenient to quickly join meetings if I am trying to on the go. which is the sole purpose of the app for me.,1,17,39.5.0,2019-06-24 17:10:04,39.5.0
2951c4ce-aa9d-4a1e-a973-1ae87498a8d1,A Google user,"The core experience is easy (Joining and leaving, muting and unmuting yourself). However, the app will often lose track of audio if you enter or leave range of a WiFi network or change Bluetooth devices mid-meeting. From what I recall, it does handle bad cell reception incredibly well. (I used to work an area with big dead spots, but WebEx did better than expected out there )",4,66,40.2.2,2020-03-07 02:11:06,40.2.2
2593e3b7-0229-4355-a36c-a2fb6dfd8fb3,Matt V,"The interface is non intuitive. There are hidden actions like swipes and unlabeled buttons with cryptic symbols for important features. For example, the Bluetooth™ icon switches between speakerphone or handheld phone. Also the WebEx calendar in the app isn't matching up with the WebEx calendar on my desktop. Finally, the behavior when I minimize the app is random, sometimes there's an overly, sometimes a notification, and sometimes nothing at all but the audio continues.",1,47,40.7.1,2020-07-22 01:44:26,40.7.1
e110fbac-87e5-4b84-99e6-d927cf0bdc48,A Google user,"This allows me to work away from the office.  Breaks my chains, so to speak.  It isn't as intuitive as it could be but technically works as well as my phone most of the time.  Also, I feel like most of the people who rate this app don't know how to rate 2, 3 or 4 stars.  They're a little bipolar.  OMG my bluetooth earpieces sucks so I'm going to rate this app 1 star!!  No Cheryl, I rate you 1 star.",4,2,11.6.0,2019-01-09 21:42:00,11.6.0
63f1a95d-6f0b-4f70-8e04-e56eecd9ba62,A Google user,They did a great job with this app. You can see who's talking (although it take a second to update) and you can see screens shared with the meeting. The audio seems to work great over internet or as a phone call. It even has picture-in picture so you can scroll through IG while still keeping an eye on the meeting. The AndroidWear app is nice too; it's basically just a mute button on your wrist).,5,7,39.10.0,2019-11-20 16:08:24,39.10.0
2cabcbc3-ec13-4716-b612-ccf97b56d0f4,Dylan Melton,"I have been using the pc version of this service for the past few months for sessions with my counselor. Today I used the mobile version for the second time; it was a smooth and easy experience. There were no issues with our connection and we could hear each other very well. I have not used the app for group conference meetings so I can't speak to its abilities there. However, for one on one meetings, I have nothing but good things to say.",5,2,,2020-09-23 00:07:44,
bf34912e-af82-4c9f-9b72-a805bad7ff19,A Google user,"STOP trying sync with my calendar every time I open this app. No I don't want to share my calendar with you Cisco, and I will not enable that permission. Just accept it. Stop being pushy about it Other than that, there are useless floating panel all over while you're in a meeting, and there's no way to hide those. The app will keep running in background. It's a lot of overhead to keep this app on my phone, when I need yo use it once in a while It's the same bad UI on desktop and in Android app.",1,2,39.6.0,2019-08-19 19:10:05,39.6.0
b17595de-5ab3-4687-b4f9-f9f41bfc3222,James Wisdom,"So.. Many... Connection..... Issues........ If my professors say more than three words a minute, it just comes out as garbled noise. It also doesn't help that 99% of the time invite links don't work, so I kept having to RESTART MY PHONE MULTIPLE TIMES to finally get it to work. I'd rather go back to Skype than relive this nightmare-fueled dumpster fire. And the last time I used that app was due to a misclick when I was trying to delete it off my PC.",1,8,40.10.0,2020-11-19 11:58:37,40.10.0
e3bcf228-dd1e-4576-bc5a-9e866dfdfa43,A Google user,I've only used it once to have a video conference with my professor and one other classmate during the coronovirus situation. It ran smoothly for the most part. A few times the video froze for a few seconds and other times cut out the audio for a few seconds. Another issue was that my classmate's icon would replace my professor's screen for a few seconds throughout the session. Overall the experience was good and I'm very grateful to have a way to get help at this time.,3,113,40.2.2,2020-03-25 17:23:59,40.2.2
82eb87b2-6efb-49f4-8dac-b88917ff3a29,Tim Folse,Long Distance meeting with my financial planner. We were able to review documents real time as we talked. The only thing missing from the meeting was a handshake!! Update:. We've been participating in Grand Rounds and other meeting via Webex for the past year and I actually prefer it over in person for scientific meetings. I'm less distracted and also have a better view of the detailed slides.,5,0,41.3.0,2021-03-18 15:22:56,41.3.0
f2256a30-2d0b-4260-9580-e607dd645b93,TR Campbell,"I had a sweet experience today. Host a meeting using webex desktop version (on my laptop) and my battery died. Meeting was gone suddenly and had no way to grab the charger as I was in my final thoughts for wrap up. So, quickly I grabbed my smartphone to login but didn't have THIS app downloaded yet. #frownyface But, WebEx loaded so fast, got me logged in with out a hitch and back to the meeting within TWO MINUTES! It was amazing. Thank you WebEx. And the software and app looked and ran great!",5,1,40.4.3,2020-06-12 07:00:44,40.4.3
d73ebe07-343f-4d4b-a153-e91b4057cdf9,Lara Canary,"Clear picture and sound without signal degradation every time I have used it. Ads do not interrupt sound or visuals, at least not on the part of the screen (about 50% vertically) showing the person to whom I am speaking. I have certainly never been distracted by anything on the bottom half of my screen and do not recall having ever noticed an ad before, during, or after a teleconference aside from the post-conference request to rate the app, hence this review.",5,8,,2021-11-11 23:56:43,
4c1a5d4c-b447-41c5-b838-582bf7c8edab,Jake S,"WebEx constantly causes the person controlling another computer, to freeze and lose control. Additionally it the other user has WebEx window open. It prevents the person controlling, to click that area, but there is no indication to the other user that a WebEx window is there..? WebEx should create a outline or 10÷ opacity box where the other users WebEx windows are so the person controlling can ask the other user to move window. Super frustrating between those 2 issues!!!",1,5,41.9.2,2021-09-23 19:18:43,41.9.2
a9b4bae8-d021-4958-bc0e-2b1ead5b171a,A Google user,"Very quick and convenient way to get into a webex meeting on your phone, much faster than a PC. Clicking the link takes you to Chrome, which forwards to this app. The only thing that will take a little juggling is viewing a shared screen on the same phone as the conference call, but this is doable.",5,0,39.10.0,2019-11-26 16:26:53,39.10.0
7bbfbc84-408f-493d-96b5-3e82f6da03c5,Joshua Crane,"The last few updates are so broken. There's dozens of bugs that break the app but here are a few: 1. Multiple days of meetings will say ""today"". So for example you'll often see the current day and previous day labelled as ""today"". 2. Errors when connecting to audio, sometimes audio downlink succeeds but there's no uplink or vice versa. 3. Unmuting or muting will disconnect you from the meeting and then the app crashes 4. You can't switch to speaker phone or Bluetooth and have to rejoin",1,17,44.4.0,2024-04-22 18:54:26,44.4.0
427b62e4-8628-47bd-9a3d-cc134cc6db95,Debra Albert,"VERY easy to use. I am not tech savvy and I usually have issues not only trying to set up the app, but also usually have issues with having to go through multiple steps just to connect with the call. This was so easy to use! Also, the connection was spot on! No glitching. The picture and sound were clear. No having to exit the call to fix connection issues. I wish more businesses used this app. I know I will keep it on my phone for future use! Thank you for making this extremely user friendly!",5,85,43.5.2,2023-05-25 17:53:31,43.5.2
aa3c0e32-c5ff-4616-b9a4-3ffff5c29c64,lily coco,Guess works ok. Went to do my first conference and the audio was completely muted not sure why it would download like that.. the biggest problem I have is that downloading it changed a lot of my settings that of course I had to give permission to do but didn't expect it to change so many settings that then caused me a lot of issues for instant changing photos i took after from jpg to another format then when I went to send jpeg photos they were not in a source to open few other things too,2,1,,2020-05-21 22:53:08,
fb9381c0-fbed-4068-9a4e-2fe0eec1caa5,Amanda Vincent,"Really and truly would wish this app out of existence given the chance. Prohibitively demanding system requirements for basic functionality: the desktop app only works on Windows 10 or higher, and even with that the video quality is awful and virtual backgrounds are unusable. The mobile app similarly lacks intuitive interface, freezes often, and has abysmal video quality. I'm not sure who's paying who to use this when Zoom exists. Even Teams seems like the pinnacle of technology, by comparison.",1,54,42.1.0,2022-01-17 16:13:17,42.1.0
9d76dbca-81d3-4e0a-b81f-c72f8ff54499,James Theurer,"Just had a court appearance via Webex and all went well. No issues with video or sound and all things considered it was preferable to the real thing for me as there was no security check in. No removal of the belt no sanding for metal objects or emptying of the pockets. Most importantly I did not have to travel all the way across town. So I was saving money, time hassle and my energy can be spent elsewhere ... Thankyou for creating a safer way to do one of my least favorite activities ..",5,3,40.7.1,2020-07-24 00:16:37,40.7.1
31547792-10bf-47b1-afaa-1ce261110020,A Google user,I only used it one time. Today. It had background echoing and glitchy. I was on a important job interview so that was not good. I ended up using the video part but not the voice part. They probably thought it was me or my internet but I know it wasn't because I used Skype recently and it was fine. Hopefully you can work out the glitches soon. Thanks.,3,7,39.11.0,2020-01-06 20:58:50,39.11.0
cc324bd3-a118-4f8d-a8a7-4485e4c3ab25,Mark Dundon,"Fair, but not great so far. Video quality and ease of use are good. However, when a notification popped up on my phone, the audio was cut down to about half volume making it difficult to hear. No matter how I adjusted the setting on my phone and the app, I could not restore volume. Since it was a business call, I could not restart the meeting nor restart the app.",3,306,42.8.0,2022-08-03 23:02:10,42.8.0
fb1d4982-6ec1-4b98-9076-ca68378abb97,G. A.,"Just completed another video meeting and once again the audio portion was choppy. The video was okay however when using it everyone else froze. And yet I was next to my internet connection so I don't believe it has anything to do with the actual connection or the connectivity. _________ Just completed my video meeting and it was a video call. When the video was turned on and the audio was on, the person froze. When I had my video off, all went well. Had no issues with the audio portion.",1,31,41.5.0,2021-05-21 21:08:35,41.5.0
d996bf8c-a01b-4ea1-8308-311d3807277a,Devin Stanley,"I'm a data analyst for a health system and rely on remote video conferencing a lot. Webex is the most versitile, stable option available. The presenting options are excellent, recording capability is very helpful when providing training, and mobile integration with my calendar, browser, and email apps makes it easy to set up and attend meetings.",5,4,40.4.1,2020-05-06 18:48:11,40.4.1
6dea72f0-b9f4-4d3f-a7ab-2dc44a6195b8,A Google user,"So far not much negative to say about the app. my only gripe is that i didnt see an option to view everyone all at once. you had to swipe to get through the groups of people and even then the views constantly change and therefore send you back to the first group of people. other than that, the quality of both the sound and video are pretty good s long as you have agod connection and a good device. not too bad",4,77,40.2.3,2020-03-26 03:10:46,40.2.3
eb752b27-405d-4080-8694-e31cf774b4dc,A Google user,Excellent product. I often jump in to meetings using the app when I just want the call back for an audio meeting; or am on Citrix; or if I am just being slow to open a bigger screen -- typically if people are showing detailed content thats harder to view on a small screen. Opens quicky from meeting invitations in the Outlook app. Saves you when traveling and when you are running late. Its just always worked fine.,5,6,39.6.0,2019-08-09 17:48:03,39.6.0
6d7d5443-312f-4b49-8f68-1c32aff9cfc0,A Google user,"Works totally seamlessly! I was actually impressed. I joined a link via email, was directed to download the app, and instead of having to set anything up after install, when I opened the app, it picked up as if I had already been using it to open the link. I never rate apps, well done Webex.",5,6,39.1.0,2019-02-28 20:56:07,39.1.0
6f373651-8a21-4dc5-9471-38c2a837169b,WolfCompanyX mitosis Mitosis,"Sometimes on my computer Webex doesn't connect to audio and I am left missing out important portions of class as I connect to my phone. It would be nice if the connect codes were shorter so you could call in easier because if you mistyped you have to call in all over again. Otherwise it's a great. Update:problem seems to be fixed, it happens very rarely now, its great.",5,10,41.2.0,2021-03-10 18:41:05,41.2.0
4be86d36-e29e-4186-8095-04cd97fafc6c,A Google user,"Not as good as GoToMeeting. Audio is very quiet for my voice to other listeners, yet I hear them fine. I have to yell, and that's with the same wired headset I use for phone call in. It's infuriating that you don't save the password! Every damn day for my daily standup meeting I have to enter it. The IVR dial-in is equally frustrating as my phone preset with # and , doesn't register so the damn voice prompts me. GTM doesn't have this issue - my preset contact dials me right into the meeting. 👎🙁",2,15,11.3.0,2018-09-26 20:14:26,11.3.0
db7ca979-c1d9-45c8-9d7a-69297ba12f0b,Cris Tina,It has worked and it has not worked. Maybe it was an issue with older ipad vs newer phone. Worked well when I got on just now. It's too bad I have to download the app to use. So it's not something you can expect to use on the fly. The other person needs time to set up. Don't remember seeing ads.I was invited to a meeting that may have been on a business account.,4,1,,2021-08-31 17:35:04,
f01f1ef4-6d39-465a-98f7-ee1c1993ab30,River Swami,"Webex is very tedious to deal with. Even the app is nearly as cumbersome as the web version. While in a meeting, the connection was lost. Webex continued to spin stating it was reconnecting, but it never did. Missed the last 20 mins. Not good. Stick with Zoom, which is way more intuitive and more user friendly by aong shot.",2,7,40.4.1,2020-08-12 03:01:48,40.4.1
aadd0975-3a9a-4374-9eba-5c101c640cd8,Janae v,"Really convenient, especially during COVID. Can share your screen, record the meeting, and there's options to have the camera and mic on or off. Good sound and picture. Does get choppy/has feedback when others are not muted, but you can mute everyone as the host. The share screen feature is better on the computer or a larger screen because wording is larger.",5,72,40.4.3,2020-05-12 18:26:49,40.4.3
158b8e80-9343-44f5-8114-080d7aef5d42,A Google user,"Works pretty well, but mobile has intermittent very low microphone throughput volume for multi person meetings. People on 15 person meetings can barely hear certain individuals. Volume drop comes and goes at irregular intervals regardless of location or WiFi settings. Reported it in early 2018, but no response and no fix yet. 5/24/19 Problem with others hearing me has been much better until today. Yesterday, had a WebEx app update. Problem returned. People say audio is like I'm on the moon.",3,13,39.4.0,2019-05-24 16:53:02,39.4.0
ae5ca793-6b80-4722-815b-a55372d1d8d1,A Google user,"It works pretty well most of the time. About 25% of the time there are problems getting audio functionality (all 3 methods), requiring drop and reconnect to correct it, sometimes twice or thrice,, which is especially problematic when it happens to the host. (I credit responsiveness of the PM/dev team for improving the UX by eliminating a very cumbersome auto-logout algorithm. Good job, folks.)",4,1,39.1.0,2019-03-04 16:57:53,39.1.0
63e46fc6-540d-41e3-a573-b0c22b504508,Marcus Perkins,"Needing to use WebEx for the first time, it was smooth and straightforward. One knock, compared to Microsoft Teams, is that I didn't find an option to blur the background. That feature may not be available, or I just didn't find it. At one point, my device alerted that CPU usage was high, so I don't know if that was due to WebEx using too many resources, or if my device was being flaky. Overall, the video and audio were both clear and crisp, and the video conference went on without a hitch.",5,81,43.7.0,2023-08-29 20:49:15,43.7.0
f7334954-4dfe-4065-9671-3a95a442f634,A Google user,"No speakerphone support. If you're working on a computer in your call, you better have a charged Bluetooth headset, or some headphones. The app may also freeze your phone. While the audio will still work, I had to restart my phone as I was unable to use it, let alone unmute myself. Unfortunately the Webex phone number was not accepting the conference code, so I had to go back and use the app.",1,2,39.4.0,2019-06-11 16:21:48,39.4.0
87a5781f-7166-4da4-910a-d44088829c3e,A Google user,"audio dial in makes you open mobile meet and launches a separate app, which sometimes doesn't give any sound if you are switching browser windows on android. it has to be open in order for you to hear the conference audio, yet you cant see what's being presented in webex app. Usually zooming into videos or live feeds is not possible but the quality on this app is very good. This is super helpful for being on the road and trying to get details on a tiny excel sheet your coworker is projecting.",3,0,39.3.0,2019-04-25 21:44:37,39.3.0
7324236b-e565-4eec-937b-b9546a713fa2,A Google user,"*EDIT* the call over internet never picks up my audio. A fact I seen to forget every time and I'm left wondering why no one can hear me. This is unusable. It is nice to see this app has matured over time. I find it works fine, but I would like to see the ability to switch internet calls from the headset to speaker. That would bring it to parity for voice calls.",1,13,11.4.1,2018-11-05 20:23:06,11.4.1
5eeb488f-e13d-4564-9af1-b7057272ccb6,A Google user,"On the phone, it downloaded quickly and my son had no trouble using it. Useful functions and easy to see and talk as well as share documents on screen for discussion. HOWEVER, the app wouldn't download on my desktop, laptop, or iPad. We have tried everything and it comes up, gets scanned for 40 minutes by virus detection and after approval, it won't show up! Not good help from the site's troubleshooting page because it was in Greek. We have to use this for my son's work so well keep trying.",2,98,40.2.2,2020-03-17 18:04:45,40.2.2
d7342007-602a-4a7a-9bcf-0a5d10a0a6dc,A Google user,"The host, Jake, was very informative as far as content and energetic in his presentation. I would recommend his conferences/webinars to anyone! The app itself was easy. However, I had issues with sound at one point, but they were resolved after a few minutes. I honestly think this was a problem with my phone rather than with the app, since others using the app didn't have any issues.",5,9,40.1.0,2020-02-04 22:08:40,40.1.0
243f5206-36e5-4b60-b0cd-bee2673186b7,A Google user,"Bumpy ride on mobile with not enough navigation for tools. lcons are not a substitute for explanation of functionality. Connection, connection, connection is also still an issue. We are NOT yet in a 5G world. At this imperfect stage simpler (graphic) is better than pretty pictures. Are we ever going to have time to revisit a webinar. A work in progress! Keep evolving. Thanks for the (continuing) effort.",2,5,39.6.0,2019-07-24 21:14:38,39.6.0
55519aad-def8-45ad-9f93-e0642086776f,Maureen Kelly,"We conduct monthly meeting through the app. It is extremely user friendly. One issue I would really like to see get addressed is when entering the passcode there is no option to see the hidden passcode as you are entering it so there is no way of double checking that you have typed it in correctly. As complex as the passcodes are that would be a big help, since typing them in on a cell phone it is easy to mis-punch a letter or number.",5,140,43.7.0,2023-07-18 15:41:08,43.7.0
7ce9790e-ebfc-405d-88b1-59bb00e924cd,Stephanie Cochran,"I recently moved from a PC to Chromebook, and I'm disappointed with this version of Webex. When I share something, my students can't see me. I also can't see them, as there's no ""picture-in-picture"" window while sharing. Finally, I miss the menu of options that appears at the top of the screen in the PC version--without it, I don't think I can annote or give control. This has similar features to my iPad app, so I assume this is the Android phone version of Webex...please update for Chromebooks!",2,191,40.12.3,2021-01-06 16:19:35,40.12.3
75c2a526-afae-4286-be5a-dfff7792bb96,A Google user,"The Android app periodically has to be reinstalled, as a workaround for instances when the server refuses to recognize my email address. The Windows and Android apps are slow to recognize when a meeting is already started, and sometimes fail to do so. I loathe this application. The Windows app is counterintuitive. Dialup connections are clumsy.",1,1,11.4.0,2018-10-31 00:07:46,11.4.0
804cdbd0-bdd9-437b-bde7-91eb2420df15,A Google user,audio is usually so quiet it's worthless. even if I kill the app and restart. sometimes it's fine sometimes it's still quiet. I've tried on two Android phones and experienced the same issue. It doesn't seem to matter if I'm calling over the internet or calling via a phone call... if I use the desktop app I never have audio issues. edit 5/24/2019 they seem to have fixed the audio issue when connecting from mobile which is great!,5,8,39.4.0,2019-05-24 17:56:13,39.4.0
21be993f-4edc-4ed6-bdef-4c6d9d743503,A Google user,"Easy UI... Amazing clarity.. Cisco is Cisco - this was back in 18. In 2019, I downloaded the updated version into a new phone and my experience hasn't been the same. The call feature has been horrible as I've not yet been able to call a single meeting and connecting my attendee id and or see the call get dropped. So I choose call over internet which works but sucks the data out when on the road. Cisco how you can fix this! Update Oct 2019 - Call function fixed! The app works perfect again!",5,1,39.9.0,2019-10-28 16:35:35,39.9.0
22ad6644-42ca-4c8a-9c88-d3179cf2d2a7,A Google user,Audio and video worked great. Audio is excessively loud when first connecting but can be adjusted with some fidgeting (I found actually raising the volume then reducing it most effective). App works seamlessly with Gmail and Calendar. There was an odd warning in settings that the app wouldn't be able to connect to video but it did actually connect without trouble. Not sure why there is a warning.,5,5,40.1.0,2020-02-12 23:51:09,40.1.0
01fabca5-bcb8-4ba0-9830-64534d9271bb,Damien Martinez,This is a good app for visual meeting. It has good video response and sharpness. It has a complex user interface which takes a little bit to get used to. Which makes it slightly difficult on smaller device like cell phone. The user interface needs a little work and the call ending button should be more visible maybe a different color. Overall a great program to do any type of meeting. I wish it was available on my Amazon tablet.,4,225,42.5.0,2022-05-20 21:32:26,42.5.0
e8d5c162-4ad5-43c5-a6db-9ae7d051df2b,Mary Austin,"Idk if it was my phones issue, or if it was the app's problem, but the wifi connection was very strong, and yet the voices kept cutting in and out for a few seconds every few minutes. Not enough to ruin the call, but enough to make it annoying a time or 2, when it happened during extremely important calls and it would drag or skip mid-sentence, and make it nearly impossible to decypher exactly what was meant. Otherwise, it was perfect. 5 stars if/when fixed. I'd recommend it, for sure!",4,173,42.1.0,2022-01-10 16:49:45,42.1.0
89176740-97b1-46d5-9b31-3df4b79d5b9c,A Google user,"App works okay for meetings on the go. Call quality was a challenge and when the app was minimized to a smaller picture, it did not respond to the taps to being it full size again. I was able to go back to the meeting by tapping the notification bar meeting info, though. Overall, it is better than just joining by phone when there is a visual component to meetings, but it could be better.",3,22,40.1.0,2020-02-10 20:25:35,40.1.0
f1f4f376-47ec-47aa-a92b-bb061d9fc960,A Google user,"Overall does what it's supposed to, but the mobile interface seems lacking. For instance I joined the meeting before connecting my Bluetooth headset to my phone, and then had no option to get the sound into my headset without leaving the meeting oh, and I'm not even sure it would have work then. This is a basic functionality that any modern application should have. I think with some work it could be a great app but right now it seems like a product that was created to get something on the market.",3,14,39.7.0,2019-09-05 13:57:08,39.7.0
d80b0fd5-77e9-4165-86bd-315b5a425367,A Google user,"Very well thought out and executed app. It enables me to attend and interact in Webex meetings without a PC. The screen sharing is seemless and allows me to zoom. The audio quality is perfect. The controls are easy to understand and utilize. I have not used all of the capabilities yet. But, the core and desired functions worked flawlessly! Well done Cisco.",5,36,39.9.0,2019-11-13 17:36:29,39.9.0
38c0e9f2-01ed-4219-8dc2-07ed45054baa,A Google user,"I was surprised at the convenience. I loved how my doctor was able to split the screen and show me various charts, while he remained visual. This form of communication is the best way to avoid the present pandemic problems, remain free from any exposure, but still keep your important appointments. I also loved the visual clarity. The audio was perfect on my end, but the doctor had a little volume issue with his end. Other than that, the call went smoothly. It's really a great app!",5,368,40.2.6,2020-04-20 20:05:06,40.2.6
85fb0bc9-12ed-4692-b040-f24f00f9fca0,Redtape Leverage,Way too many glitches. And it kept cutting out super frustrating when you're in the middle of a meeting. And also doesn't allow people to hear so one minute you can hear people the next minute you can't. All you kind of want to do is just complete the meeting and move forward. Please fix all that freaking glitches. However the best feature you have is the sign out. Now if you could fix getting into the meeting the operations during as easy as you have it getting out you'd have a winner.,3,24,41.12.0,2022-01-07 01:54:58,41.12.0
d835e842-eb5f-4ba1-8938-dcc6bc7c431d,A Google user,"The app is good, with exception of the ease to view. Very touchy and takes me different screens and annoying trying to get back to the viewing screen within the meeting. I try to expand it (squeeze fingers together on screen to zoom in) and works, but then very hard to move the screen around without the whole application moving to other functions within the meeting. Overall, easy to maneuver the meeting and crystal-clear voice.",4,4,39.11.0,2020-01-14 18:56:32,39.11.0
0a274264-0ccb-4bb8-af44-f2643d52ceb1,A Google user,"Used it 1st time. Was able to hear pretty well. 2 areas of improvement and that would score 5 stars from me: 1. Enable the users to do full wide screen at the time of the meeting, so we can see the speaker. 2. Had some interference and breaking of voice in the end...some technical difficulties. Thank you for a great platform on the cell phone. We appreciate all your hard work! 👍 😊",4,223,40.2.3,2020-04-04 18:55:15,40.2.3
102b70d8-cded-4efd-8b12-546896625896,A Google user,"for the most part, pretty intuitive. if you regularly mute on/off take care because other activities on the phone, such as receiving an incoming call can move you off the webex screen making it a bit of a scramble to find the mute button in the interim. Developers, if you are listening, having a preference option to kick on do not disturb to the phone when incoming call happens (or allow for auto response from corner of screen) would be ideal.",4,8,11.6.0,2019-01-21 22:00:09,11.6.0
8306857b-4dec-4b0f-861d-13b9b5edfd6a,Ben Rudd,"Overall, my 'Webex' experience (being used only on my Galaxy Note 9) has been just slightly slacking, in the field of video image transmission. But what free wireless audio/video conference app doesn't struggle with that at least a little bit, right? Aside from that however, I don't really have any complaints or other issues. Easy to set up, easy to navigate, super easy to use user-friendly interface, great connection times. In all a very well rounded app. Recommended over other alike apps.",4,339,40.4.3,2020-06-01 23:08:25,40.4.3
8e898c6a-84d8-43da-afd4-76063fd6f809,Faith Dawson,"I had to use this as a way to do an interview for a job opportunity so it was really frustrating when the video kept crashing and I had to reload it every 30-60 seconds(I wish that was an exaggeration...) and the sound was delayed 5-8ish seconds when it would get glitchy. But overall it wasn't as bad as it could have been. It just didn't look very professional for a job I was working really hard to get. Thankfully, Regardless of the issues; I think I stildid get the job though so there's that!",3,181,41.10.1,2021-10-28 21:42:17,41.10.1
262ff49f-78ce-4c15-a725-9a406814a30b,Jaimie,"This app works great. I use it ALL THE TIME for work since the pandemic. Hasn't failed me yet! The only issue I have is I'm not able to participate, in terms of screen annotation, because the buttons aren't readily accessible. It seems people using WebEx on a computer have these capabilities. That is my only criticism, but all in all - I'm able to see the presenter's slides & unmute to speak when necessary, so I can't complain too much...",5,80,42.1.0,2022-02-09 21:29:13,42.1.0
